size,model,runtime
266.6,vqc_su2_cobyla,3358.211730003357
609.3714285714286,vqc_su2_cobyla,7445.592040777206
952.1428571428573,vqc_su2_cobyla,11435.245735645294
1294.9142857142858,vqc_su2_cobyla,15226.990707159042
1637.6857142857143,vqc_su2_cobyla,19385.50853037834
1980.457142857143,vqc_su2_cobyla,22333.784090280533
2323.2285714285717,vqc_su2_cobyla,25083.161894083023
2666.0,vqc_su2_cobyla,30620.11227464676
