num_features,model,runtime
2.0,vqc_su2_spsa,580.088198184967
3.0,vqc_su2_spsa,929.9584214687347
4.0,vqc_su2_spsa,1409.169986963272
5.0,vqc_su2_spsa,2449.219372987747
6.0,vqc_su2_spsa,3610.370181798935
7.0,vqc_su2_spsa,4821.676506757736
8.0,vqc_su2_spsa,5504.931709051132
