num_features,model,runtime
2.0,Pegasos QSVC,30.99924063682556
3.0,Pegasos QSVC,64.42588925361633
4.0,Pegasos QSVC,92.41076231002808
5.0,Pegasos QSVC,217.23829245567322
6.0,Pegasos QSVC,239.1043186187744
7.0,Pegasos QSVC,367.6183648109436
8.0,Pegasos QSVC,726.6506476402283
