feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5209677419354839,0.5,0.6666666666666666,0.6754098360655738,0.5107438016528926,0.5,0.9967741935483871,1.0,Yes,79.83206343650818,PEGASOS,100,500
