feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5661290322580645,0.5448717948717948,0.5477707006369428,0.5736925515055467,0.5638629283489096,0.5443037974683544,0.5838709677419355,0.5512820512820513,Yes,19.282079696655273,PEGASOS,50,1000
