feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5016129032258064,0.5,0.6666666666666666,0.667384284176534,0.5008077544426495,0.5,1.0,1.0,Yes,3.013533592224121,PEGASOS,20,750
