feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5112903225806451,0.5,0.6666666666666666,0.6717226435536294,0.5057096247960848,0.5,1.0,1.0,Yes,22.53395700454712,PEGASOS,50,500
