f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,elapsed,model,tau,C
0.17927823050058206,0.1748502994011976,0.948051948051948,0.9746835443037974,0.09630606860158311,0.09871794871794871,564.0534439086914,Pegasos QSVC,300,200
