feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5645161290322581,0.5384615384615384,0.4461538461538461,0.49626865671641784,0.588495575221239,0.5576923076923077,0.4290322580645161,0.3717948717948718,Yes,19.614576816558838,PEGASOS,50,750
