f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.1894736842105263,0.8180180180180181,0.8194945848375451,0.10869565217391304,0.8165467625899281,0.7377049180327869,Naive Bayes,0.003134012222290039
