f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.6605504587155963,0.6329787234042552,0.7300613496932515,0.6666666666666666,0.5586854460093896,0.6545454545454545,SVC,0.013147115707397461
