f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.30028328611898014,0.940754039497307,0.9390681003584229,0.1815068493150685,0.9424460431654677,0.8688524590163934,Decision Tree,0.0050847530364990234
