f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.3152173913043478,0.9518716577540107,0.9434628975265018,0.18892508143322476,0.960431654676259,0.9508196721311475,Random Forest,0.11040425300598145
