feature_map_type,optimizer,train_score,val_score,recall_score,f1_score,precision_score,objective_vals,Ansatz,Training time,Model,Max Iter,reps
Pauli,cobyla,0.6402728964234029,0.6479338842975206,0.9132492113564669,0.7310606060606061,0.6094736842105263,"[1.0058589095916433, 1.0278573391115973, 1.0075567491164212, 1.006335091526644, 1.005858909591643, 1.0058589095916433, 1.0058589095916433, 1.0058589095916433, 1.003967022524472, 1.030121642658627, 0.9997672334625316, 0.9997672334625316, 0.9997672334625316, 0.9997672334625316, 0.9997672334625315, 1.002560437260226, 1.0073649968933958, 0.9997672334625313, 0.9997672334625313, 0.999767233462531, 0.999767233462531, 0.9997672334625313, 0.9944956315765223, 0.9978794795842517, 0.9944956315765221, 0.9944956315765223, 0.9944956315765223, 0.994495631576522, 0.994495631576522, 0.9859985372372531, 0.9859985372372531, 0.9859985372372535, 0.9859985372372531, 0.9859985372372531, 0.9859985372372535, 0.9859985372372535, 0.9859985372372535, 0.9859985372372531, 0.9859985372372531, 0.9859985372372533, 0.9859985372372533, 0.9859985372372535, 0.9859985372372531, 1.0056990519594444, 0.9858389959162919, 0.9816824046675711, 0.9813064509309071, 0.9940828654769924, 0.9813064509309074, 1.0360970014434787, 0.9813064509309072, 0.9863229631136412, 0.9813064509309085, 1.0119149123418902, 0.9926554847562877, 0.9819229408962474, 0.9813064509309071, 0.9770527320257936, 0.9770527320257936, 0.9767660531788023, 0.9767660531788023, 0.9768265251342402, 0.9767660531788017, 0.97747090274028, 0.9767660531788015, 0.9852996564368902, 0.9767660531788013, 0.9893744700229665, 0.9767660531788007, 1.0207013543742716, 0.9767660531788017, 1.0105498945924611, 0.9767660531788007, 1.0098206999174895, 0.9767660531788007, 0.9885438664460693, 0.9767660531788013, 0.9930886204286317, 0.9767660531788004, 0.9803968493920792, 0.9767660531788004, 0.9800989117742179, 0.9767660531787985, 0.974242513325576, 0.9742425133255758, 0.9738972147114437, 0.973897214711444, 0.974429584824234, 0.9738972147114437, 0.9750086086869398, 0.9738972147114441, 0.9775434396980025, 0.9754162437866537, 0.9970475665274161, 0.9736493057856637, 0.9919592862701957, 0.9736493057856616, 0.982431081984736, 0.9736493057856602, 0.9876040109116879, 0.973649305785661, 1.008139304123056, 0.9736493057856604, 1.0053469348163566, 0.9759869106624817, 1.0021119635106215, 0.9736493057856602, 0.9830009654735997, 0.9736036538054861, 0.9903416484139124, 0.9733571422650577, 0.976484468821781, 0.9737843702077723, 0.9807601198779993, 0.9733571422650577, 0.9735326281691654, 0.9733571422650572, 0.9733959544921298, 0.973357142265056, 0.9733474359429471, 0.9733474359429471, 0.9733486366418289, 0.9733474359429474, 0.9733541136913297, 0.9733474359429478, 0.9734103511299209, 0.9736604870339565, 0.972623112247717, 0.9726231122477167, 0.9890471866071991, 0.9764889686747685, 0.987114754940265, 0.9734928698037978, 1.012733540837746, 0.9736485834280182, 1.0044739571590149, 0.9722563477377926, 0.9838929148941045, 0.9962243455349657, 0.9824025845298281, 0.9793678730280215, 0.9857690893104268, 0.9722563477377921, 0.985174886059823, 0.972256347737791, 0.9788572282431947, 0.9722563477377921, 0.9937641736859856, 0.9733326604866539, 0.9776787584167869, 0.9722563477377929, 0.9856263035650373, 0.9720925314622764, 0.9902022503857344, 0.9721118729955672, 0.9836073447186469, 0.9721107773355682, 1.0129041892086976, 0.9721286905600033, 0.9838489270945757, 0.9721845242079156, 0.9811623596020231, 0.9720306787696265, 0.9821840402427761, 0.9711856563059678, 0.9897570622254801, 0.9715865590771486, 0.9897184203894712, 0.9710128082623649, 0.9764935557339895, 0.9710128082623649, 0.9757855846347357, 0.9710128082623654, 0.9711738149682847, 0.9708414017706646, 0.9903491915846732, 0.9708414017706655, 0.9774425744882927, 0.9693765105009552, 0.9847692353523745, 0.9693633976814402, 0.9833385149173699, 0.9693685636957332, 0.9711393773745217, 0.9693609379934304, 0.9816190019829634, 0.9693599219436356, 1.0159588656182388, 0.9693599219436373, 0.9774374170664539, 0.9693599219436349, 1.010622574494461, 0.9693599219436337, 0.9721456852834934, 0.968840885133111, 0.9787238433948154, 0.9688116635385473, 0.9879358441723289, 0.973401896280108, 0.9770552968508108, 0.9739050178307692, 0.9693548999399365, 0.9703733206899404, 0.9688116635385468, 0.9691174733251315, 0.9688309113262505, 0.9687594414510675, 0.9687966122565876, 0.9711524277819602, 0.9688340287498762, 0.9719831444318509, 0.9686664974293973, 0.9714812260896581, 0.9686533747644241, 0.9746081292932552, 0.9686554150301447, 0.9742704307397889, 0.9686151681728549, 0.9776852961931131, 0.968529711391873, 0.9675439655771472, 0.9696111133104918, 0.9779098441786425, 0.9680057297408107, 0.9681854024045821, 0.9673936241030081, 0.9702440929436924, 0.9671110908327643, 0.9675315392499292, 0.9668777613658933, 0.9682397395488527, 0.9670182571232263, 0.968167425080673, 0.9669225412451703, 0.9719866499445595, 0.9669201396528357, 0.968317226673352, 0.966894347254055, 0.9746503862345324, 0.9668777613658934, 0.969278842392015, 0.9668777613658945, 0.9671380812848641, 0.967643175520578, 0.969213115250798, 0.9669392933874422, 0.969934046235332, 0.9675902262688996, 0.9715235601082478, 0.9676351219249575, 0.966854029902994, 0.9665918257065029, 0.9665918257065018, 0.9645379559216586, 0.9645324025073077, 0.9655044527792319, 0.9657673424614763, 0.9687668727070908, 0.9645027237343592, 0.9649890042031699, 0.9644964423326234, 0.9648868031130836, 0.964519609335262, 0.9656048625887124, 0.9645215029879505, 0.9654216342568037, 0.9645092190979807, 0.966173799821167, 0.9644969793494576, 0.9648580601543912, 0.9645182678286045, 0.9649152753952409, 0.9649899064456346, 0.9647433852572971, 0.9646540211992486, 0.9647401619347696, 0.964348935511876, 0.9642214736652217, 0.9640861208399453, 0.9642221593722209, 0.9642988735483493, 0.9639980266564119, 0.9640532335902043, 0.9644368540617642, 0.9640477268877559, 0.9647994271157814, 0.9639855877569485, 0.9644467033335438, 0.9639870350656772, 0.9648132381640296, 0.9639809645435989, 0.9641282898183808, 0.9639768584018187, 0.9641536208874056, 0.9639777940032483, 0.9642269531645092, 0.9647442351873773, 0.9671290289723258, 0.9644226684082051, 0.964059620666462]",two_local,26421.45061826706,VQC,300,2
