size,model,runtime
49.1,QSVC,17.927670001983643
98.2,QSVC,72.46498513221741
147.3,QSVC,169.24417996406555
196.4,QSVC,3247.0158729553223
245.5,QSVC,1242.3985660076141
294.59999999999997,QSVC,1254.2907099723816
343.70000000000005,QSVC,1681.9767138957977
392.8,QSVC,1914.0800428390503
441.90000000000003,QSVC,2636.3835101127625
491.0,QSVC,3669.962322950363
