num_features,model,runtime
2.0,vqc_su2_spsa,7018.609966754913
3.0,vqc_su2_spsa,11965.351313591003
4.0,vqc_su2_spsa,17635.861241340637
5.0,vqc_su2_spsa,24721.506795167923
6.0,vqc_su2_spsa,33353.05872631073
