num_features,model,runtime
2.0,vqc_su2_cobyla,2716.385717868805
3.0,vqc_su2_cobyla,4082.6252908706665
4.0,vqc_su2_cobyla,5875.2955157756805
5.0,vqc_su2_cobyla,10320.96492600441
6.0,vqc_su2_cobyla,13960.750233650208
7.0,vqc_su2_cobyla,18583.640273332596
8.0,vqc_su2_cobyla,28602.946099042892
