feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5338709677419354,0.47435897435897434,0.4305555555555556,0.5042881646655231,0.5384615384615384,0.4696969696969697,0.47419354838709676,0.3974358974358974,Yes,2.4826626777648926,PEGASOS,20,1000
