feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.582258064516129,0.5512820512820513,0.47761194029850745,0.5415929203539822,0.6,0.5714285714285714,0.4935483870967742,0.41025641025641024,Yes,71.99044179916382,PEGASOS,100,1000
