feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Model,tau,C
Pauli,0.6483870967741936,0.6153846153846154,0.589041095890411,0.6317567567567567,0.6631205673758865,0.6323529411764706,0.603225806451613,0.5512820512820513,Yes,PEGASOS,100,500
