feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,Yes,0.00029659271240234375,PEGASOS,1,750
