feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5612903225806452,0.5512820512820513,0.5205479452054794,0.5405405405405407,0.5673758865248227,0.5588235294117647,0.5161290322580645,0.48717948717948717,Yes,24.337528944015503,PEGASOS,50,100
