feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5016129032258064,0.5064102564102564,0.46153846153846145,0.4491978609625668,0.50199203187251,0.5076923076923077,0.4064516129032258,0.4230769230769231,Yes,0.7583086490631104,PEGASOS,10,1000
