feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Model,tau,C
Pauli,0.6,0.5769230769230769,0.5975609756097561,0.6050955414012739,0.5974842767295597,0.5697674418604651,0.6129032258064516,0.6282051282051282,Yes,PEGASOS,50,500
