feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Model,tau,C
Pauli,0.5306451612903226,0.5128205128205128,0.6724137931034482,0.6805708013172338,0.5158069883527454,0.5064935064935064,1.0,1.0,Yes,PEGASOS,100,200
