feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Model,tau,C
Pauli,0.5564516129032258,0.5128205128205128,0.4492753623188406,0.5233968804159447,0.5655430711610487,0.5166666666666667,0.4870967741935484,0.3974358974358974,Yes,PEGASOS,50,1000
