feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.6693548387096774,0.6153846153846154,0.5945945945945945,0.6519524617996605,0.6881720430107527,0.6285714285714286,0.6193548387096774,0.5641025641025641,Yes,184.16423654556274,PEGASOS,200,1000
