feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Yes,117.77209377288818,PEGASOS,100,10
