feature_map_type,train_score,val_score,f1_val,f1_train,prec_train,prec_val,recall_train,recall_val,Quantum Kernel,Training time,Model,tau,C
Pauli,0.4806451612903226,0.5576923076923077,0.5714285714285715,0.4772727272727273,0.4803921568627451,0.5542168674698795,0.47419354838709676,0.5897435897435898,Yes,0.722405195236206,PEGASOS,10,100
