num_features,model,runtime
2.0,Pegasos QSVC,39.94274950027466
3.0,Pegasos QSVC,77.41471362113953
4.0,Pegasos QSVC,123.93903255462646
5.0,Pegasos QSVC,176.69473004341125
6.0,Pegasos QSVC,280.09493041038513
7.0,Pegasos QSVC,365.46150946617126
8.0,Pegasos QSVC,795.7364392280579
