num_features,model,runtime
2.0,QSVC,236.62639999389648
3.0,QSVC,582.2195479869843
4.0,QSVC,761.9083268642426
5.0,QSVC,2408.982537984848
6.0,QSVC,1107.2230048179626
7.0,QSVC,1591.6543850898743
8.0,QSVC,2338.43257188797
