size,model,runtime
55.6,vqc_su2_spsa,266.6691167354584
127.0857142857143,vqc_su2_spsa,609.1616349220276
198.5714285714286,vqc_su2_spsa,950.873044013977
270.0571428571429,vqc_su2_spsa,1255.217131137848
341.54285714285714,vqc_su2_spsa,1544.3520102500916
413.02857142857147,vqc_su2_spsa,1842.3810050487518
484.5142857142858,vqc_su2_spsa,2258.2483415603638
556.0,vqc_su2_spsa,2539.809586763382
