num_features,model,runtime
2.0,Pegasos QSVC,93.00263905525208
3.0,Pegasos QSVC,151.45780301094055
4.0,Pegasos QSVC,238.65809750556946
5.0,Pegasos QSVC,352.7934081554413
6.0,Pegasos QSVC,476.82605934143066
7.0,Pegasos QSVC,695.1480460166931
