f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,elapsed,model,tau,C
0.5299145299145299,0.5010266940451745,0.991869918699187,1.0,0.33516483516483514,0.36046511627906974,20.008718013763428,Pegasos QSVC,100,200
