f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,elapsed,model,tau,C
0.0,0.0,0.0,0.0,0.0,0.0,3.485462188720703,Pegasos QSVC,1,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0005970001220703,Pegasos QSVC,1,200
0.0,0.0054794520547945,1.0,0.0,0.0027472527472527,0.0,2.1529080867767334,Pegasos QSVC,20,750
0.8361581920903955,0.8284518828451882,0.8413597733711048,0.8131868131868132,0.8159340659340659,0.8604651162790697,5.495429992675781,Pegasos QSVC,50,1000
0.7763157894736842,0.8131868131868132,0.9487179487179488,0.8939393939393939,0.7115384615384616,0.686046511627907,94.55255770683289,Pegasos QSVC,200,750
0.5299145299145299,0.5010266940451745,0.991869918699187,1.0,0.3351648351648351,0.3604651162790697,20.008718013763428,Pegasos QSVC,100,200
0.6466165413533834,0.6715867158671587,0.5055555555555555,0.4777777777777778,1.0,1.0,1.0681300163269043,Pegasos QSVC,10,500
0.0,0.0,0.0,0.0,0.0,0.0,0.3797030448913574,Pegasos QSVC,10,100
0.4615384615384615,0.6182495344506517,0.9595375722543352,0.8709677419354839,0.456043956043956,0.313953488372093,0.9672689437866212,Pegasos QSVC,10,10
0.8050314465408805,0.8489425981873113,0.9429530201342282,0.8767123287671232,0.771978021978022,0.7441860465116279,1043.158715009689,Pegasos QSVC,400,750
0.7958115183246074,0.8125,0.7454128440366973,0.7238095238095238,0.8928571428571429,0.8837209302325582,77.14679002761841,Pegasos QSVC,200,1000
0.6466165413533834,0.6715867158671587,0.5055555555555555,0.4777777777777778,1.0,1.0,0.0005879402160644,Pegasos QSVC,1,100
0.7942583732057418,0.7692307692307693,0.6538461538461539,0.6747967479674797,0.934065934065934,0.9651162790697676,50.3735740184784,Pegasos QSVC,100,10
0.819672131147541,0.8146143437077131,0.8026666666666666,0.7731958762886598,0.8269230769230769,0.872093023255814,32.616623878479004,Pegasos QSVC,100,100
0.65625,0.6405959031657357,0.9942196531791908,1.0,0.4725274725274725,0.4883720930232558,138.2451388835907,Pegasos QSVC,300,750
0.8242424242424243,0.845360824742268,0.9111111111111112,0.8607594936708861,0.7884615384615384,0.7906976744186046,21.862700939178467,Pegasos QSVC,100,500
0.6142857142857143,0.6589018302828619,0.8354430379746836,0.7962962962962963,0.5439560439560439,0.5,0.655602216720581,Pegasos QSVC,10,200
0.7973856209150326,0.7811023622047244,0.915129151291513,0.9104477611940298,0.6813186813186813,0.7093023255813954,8.217841863632202,Pegasos QSVC,50,750
0.0,0.0054794520547945,1.0,0.0,0.0027472527472527,0.0,3.283166885375977,Pegasos QSVC,20,10
0.6725663716814159,0.6798679867986799,0.5669724770642202,0.5428571428571428,0.8489010989010989,0.8837209302325582,3.2845280170440674,Pegasos QSVC,20,1000
0.6466165413533834,0.6715867158671587,0.5055555555555555,0.4777777777777778,1.0,1.0,0.0005710124969482,Pegasos QSVC,1,500
0.8313253012048193,0.848575712143928,0.933993399339934,0.8625,0.7774725274725275,0.8023255813953488,1446.8898270130155,Pegasos QSVC,400,500
0.8098159509202453,0.8533333333333333,0.9260450160771704,0.8571428571428571,0.7912087912087912,0.7674418604651163,171.160010099411,Pegasos QSVC,300,200
0.6614785992217899,0.6981677917068467,0.537890044576523,0.4970760233918128,0.9945054945054944,0.9883720930232558,2.527917861938477,Pegasos QSVC,20,100
0.6717557251908397,0.6678832116788321,0.9945652173913044,0.9777777777777776,0.5027472527472527,0.5116279069767442,1590.3173999786377,Pegasos QSVC,400,10
0.4220183486238532,0.4215053763440861,0.9702970297029704,1.0,0.2692307692307692,0.2674418604651162,140.58413791656494,Pegasos QSVC,300,1000
0.8114285714285714,0.8587257617728531,0.8659217877094972,0.797752808988764,0.8516483516483516,0.8255813953488372,134.01591205596924,Pegasos QSVC,200,100
0.6299212598425197,0.5965583173996176,0.981132075471698,0.975609756097561,0.4285714285714285,0.4651162790697674,73.2437858581543,Pegasos QSVC,200,500
0.6815642458100559,0.7627785058977721,0.7293233082706767,0.6559139784946236,0.7994505494505495,0.7093023255813954,0.2741239070892334,Pegasos QSVC,10,750
0.6466165413533834,0.6715867158671587,0.5055555555555555,0.4777777777777778,1.0,1.0,1.828295946121216,Pegasos QSVC,20,500
0.8695652173913043,0.8536912751677852,0.8346456692913385,0.8163265306122449,0.8736263736263736,0.9302325581395348,933.7203328609468,Pegasos QSVC,400,100
0.6878306878306878,0.6779661016949152,0.6451612903225806,0.6310679611650486,0.7142857142857143,0.7558139534883721,0.3358447551727295,Pegasos QSVC,10,1000
0.6538461538461539,0.6848541862652869,0.5207439198855508,0.4885057471264368,1.0,0.9883720930232558,6.29507303237915,Pegasos QSVC,50,200
0.0,0.0,0.0,0.0,0.0,0.0,0.0005190372467041,Pegasos QSVC,1,750
0.6466165413533834,0.6715867158671587,0.5055555555555555,0.4777777777777778,1.0,1.0,0.0005140304565429,Pegasos QSVC,1,1000
0.6978723404255319,0.7141424272818455,0.5624012638230648,0.5503355704697986,0.978021978021978,0.9534883720930232,6.688043832778931,Pegasos QSVC,50,500
0.7721518987341772,0.8235294117647057,0.9130434782608696,0.8472222222222222,0.75,0.7093023255813954,16.92274785041809,Pegasos QSVC,100,750
0.8076923076923077,0.8382126348228044,0.9543859649122808,0.9,0.7472527472527473,0.7325581395348837,92.16241574287416,Pegasos QSVC,200,200
0.1894736842105263,0.0992167101827676,1.0,1.0,0.0521978021978022,0.1046511627906976,30.73611283302307,Pegasos QSVC,100,1000
