f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.6386554621848739,0.6982543640897756,0.7446808510638298,0.59375,0.6572769953051644,0.6909090909090909,Logistic Regression,0.011607170104980469
