f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.703125,0.908235294117647,0.910377358490566,0.6164383561643836,0.9061032863849765,0.8181818181818182,Random Forest,0.09822440147399902
