f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.8505747126436781,0.8654646324549236,0.8739495798319328,0.8409090909090909,0.8571428571428571,0.8604651162790697,Decision Tree,0.00323486328125
