f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.8520710059171598,0.87627365356623,0.9318885448916409,0.8674698795180723,0.8269230769230769,0.8372093023255814,SVC,0.10755157470703125
