num_features,model,runtime,data
2.0,vqc_su2_cobyla,268.506765127182,raisin
3.0,vqc_su2_cobyla,415.0102324485779,raisin
4.0,vqc_su2_cobyla,598.7897138595581,raisin
5.0,vqc_su2_cobyla,1088.712200164795,raisin
6.0,vqc_su2_cobyla,1474.647259473801,raisin
7.0,vqc_su2_cobyla,2011.6560447216036,raisin
