f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,elapsed,model,tau,C
0.06674082313681869,0.7049608355091384,0.5532786885245902,0.03454231433506045,0.9712230215827338,0.9836065573770492,20.753217935562134,Pegasos QSVC,100,100
