f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.431095406360424,0.8078541374474053,0.8861538461538462,0.324468085106383,0.7422680412371134,0.6421052631578947,SVC,0.07129716873168945
