num_features,model,runtime
2.0,Pegasos QSVC,39.54822492599487
3.0,Pegasos QSVC,68.46115183830261
4.0,Pegasos QSVC,114.966881275177
5.0,Pegasos QSVC,151.56979250907898
6.0,Pegasos QSVC,217.63202238082886
