num_features,model,runtime
1.0,SVC_linear,0.17877864837646484
2.0,SVC_linear,0.15833210945129395
3.0,SVC_linear,0.1627790927886963
4.0,SVC_linear,0.15095090866088867
5.0,SVC_linear,0.16693377494812012
6.0,SVC_linear,0.17328834533691406
1.0,SVC_rbf,0.2982609272003174
2.0,SVC_rbf,0.3529186248779297
3.0,SVC_rbf,0.4450376033782959
4.0,SVC_rbf,0.5296235084533691
5.0,SVC_rbf,0.43124961853027344
6.0,SVC_rbf,0.40257835388183594
