f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.2685851318944844,0.6120805369127517,0.6386554621848739,0.17391304347826086,0.5876288659793815,0.5894736842105263,VQC_best,8369.623504400253
