num_features,model,runtime
2.0,vqc_su2_spsa,537.5386419296265
3.0,vqc_su2_spsa,871.0952343940735
4.0,vqc_su2_spsa,1276.2617690563202
5.0,vqc_su2_spsa,1758.3452322483063
6.0,vqc_su2_spsa,2379.924578666687
7.0,vqc_su2_spsa,3143.8379859924316
8.0,vqc_su2_spsa,6097.721564531326
