f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.8439306358381502,0.8815977175463624,0.9169139465875371,0.8390804597701149,0.8489010989010989,0.8488372093023255,QSVC,10124.40960097313
