f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.9656992084432717,0.9862327909887358,0.9740420271940667,0.9336734693877551,0.9987325728770595,1.0,Logistic Regression,0.010740518569946289
