feature_map_type,optimizer,train_score,val_score,recall_score,f1_score,precision_score,objective_vals,Ansatz,Training time,Model,Max Iter
Pauli,cobyla,0.614516129032258,0.5897435897435898,0.6025641025641025,0.5949367088607596,0.5875,"[0.999357098652939, 0.9972984110373001, 0.9982824567170515, 0.9975338256113683, 0.9983500542079238, 0.9969249530209723, 0.9982040836933042, 0.998288302565193, 0.9985291685775196, 0.9986486284125384, 0.9980741393145806, 0.9969367826245185, 0.9977961124314189, 0.9984649957742214, 0.9970243166390534, 0.9978261905782168, 0.998075317196232, 0.9973505568353073, 0.9978539352924402, 0.9982237336082863, 0.9990438431206441, 0.9972515181089332, 0.9981341430569908, 0.9980786532060514, 0.9971130889800788, 0.999044424626945, 0.9984513153349022, 0.9987496849522278, 0.9988670569676522, 0.9969998334295345, 0.998693583500686, 0.9958678004718261, 0.9992808004633479, 0.9924762650072418, 0.9924762650072418, 0.9924762650072418, 0.9924762650072421, 0.9924762650072418, 0.9924762650072418, 0.9924762650072418, 0.9924762650072415, 0.9924762650072415, 0.9924762650072417, 0.9924762650072415, 0.9924762650072415, 0.9924762650072415, 0.9924762650072415, 0.9924762650072415, 0.9924762650072415, 0.9986161905221157, 0.992337727133086, 0.9956975854034495, 0.990689419167097, 0.994537736129342, 0.9909813153662218, 0.9980128292041854, 0.9911489862552091, 0.9924686383953042, 0.9919452198962926, 0.998239618860004, 0.9902960600879217, 0.9964196126937295, 0.9918192893012063, 0.9933765481456294, 0.9912904919016594, 0.9928641611323846, 0.9943677537280637, 0.9874095783107819, 0.9892242833779106, 0.995655489702404, 0.9877690438667457, 0.9919305369800804, 0.9900932308740523, 0.992626417484361, 0.9898289814661633, 0.9938433424789661, 0.9877987530931419, 0.9921148536978233, 0.9862146222354177, 0.9942848837688287, 0.9888688807983312, 0.995668774909448, 0.9863092064627436, 0.9918875039976527, 0.9849754153856046, 0.9915899683366021, 0.9853108369734161, 0.9885393823613244, 0.9865699728115909, 0.987172403945046, 0.9868062911567156, 0.9849754153856045, 0.9866214298400863, 0.9849754153856045, 0.985940864875719, 0.9849754153856041, 0.9855602024732082, 0.9849754153856045, 0.9861545987049252, 0.9849754153856041, 0.983475105490078, 0.9834751054900778, 0.9868401655948211, 0.983475105490076, 0.983605899320716, 0.9834751054900772, 0.9834919756337228, 0.9834751054900761, 0.9835170246607021, 0.9834751054900761, 0.9835897577331212, 0.983475105490076, 0.9839485707508078, 0.9840782889565187, 0.9845805998905467, 0.9836134663351029, 0.9839017684455492, 0.9832168807675888, 0.9841183421260804, 0.9824904196498837, 0.9847835375802029, 0.9824950054806665, 0.9846644541891153, 0.9819014622297686, 0.9834830450001164, 0.9833644239333769, 0.9820151264889003, 0.9826974345289665, 0.9823163490739475, 0.9822605513396745, 0.9856997950533659, 0.9827650302561372, 0.9824886352040612, 0.9837077220402887, 0.9851801471442974, 0.9838013754820853, 0.9832297912961413, 0.9820237716236889, 0.9818866003276263, 0.9825371945477459, 0.9818530924534127, 0.9817250439759422, 0.9798103116607503, 0.9803485256245142, 0.9808697367876166, 0.9798103116607506, 0.9808409770628901, 0.9798103116607498, 0.9811246391702598, 0.9798103116607509, 0.9800216644687091, 0.9798103116607503, 0.9812369683585654, 0.9800656354218577, 0.9814006284174975, 0.9796046495281234, 0.9804905653995045, 0.9795103609373955, 0.9777559329724177, 0.9778191819587311, 0.9824206079383275, 0.9777987376858592, 0.9794816323479928, 0.9777559329724166, 0.9796932774635811, 0.978091878740276, 0.9781274979764772, 0.97775109808973, 0.9788709893958929, 0.9778543992134917, 0.9783186943714969, 0.978177810526713, 0.9831913507839556, 0.9779529149472388, 0.9790750880263617, 0.9783315357560919, 0.9776821781484174, 0.9777081347611729, 0.9802042872201434, 0.9780383589058814, 0.9800153771922104, 0.9788098809688431, 0.9774431842241799, 0.978121554106183, 0.9801257943961977, 0.9778071775757751, 0.9815843378403734, 0.9781007825731733, 0.9778250369340842, 0.9783390387362036, 0.9798120470063592, 0.97848420497322, 0.9788029820888233, 0.9774802380646738, 0.9791207559034508, 0.9782043073472395, 0.9774306499143948, 0.9771760587333255, 0.9797769674313035, 0.9771760587333246, 0.9770767354664643, 0.9770767354664608, 0.9768745165008481, 0.9768745165008494, 0.9773594271753827, 0.9771281842615787, 0.9786087375525818, 0.9766974988428222, 0.9795932940766656, 0.9792688433287838, 0.9767061719611567, 0.9774321466860754, 0.9776331228127735, 0.977604510735288, 0.9778696313256799, 0.9767942770875085, 0.9796942448732165, 0.9765396990357244, 0.9760644504423781, 0.9760644504423776, 0.977210030132197, 0.9761586858394128, 0.9778976262080413, 0.9763591575230974, 0.9760700488739948, 0.9761082940095078, 0.9779048365396844, 0.9760204183555805, 0.9779210821743511, 0.9762796565749179, 0.9777643318885313, 0.977799984108922, 0.9776520040111446, 0.9761437145258383, 0.9762734015330409, 0.976874710485689, 0.9769623306093206, 0.9780341186244604, 0.9759977014967365, 0.9763295501958301, 0.9771725088704089, 0.9752973778825025, 0.9787435677538537, 0.9763232677247667, 0.9768640105811975, 0.9752621607264341, 0.9767636610004032, 0.9749805413661244, 0.97544779860993, 0.9749805413661251, 0.975105409267358, 0.976157987934491, 0.9767004405714567, 0.9749805413661244, 0.9760395043277829, 0.9748420991177182, 0.9758035495094708, 0.9761494273098436, 0.973974254555453, 0.9739742545554527, 0.9747528660605832, 0.9756629290506218, 0.9771647599517018, 0.9737836263291973, 0.9765384727020505, 0.9736593363751973, 0.9727871303237051, 0.9724587294492637, 0.9732715970499549, 0.9729409503761065, 0.9757464410482344, 0.9725614188094643, 0.9749067469544825, 0.9728636780130192, 0.9740116952416685, 0.9730628569664502, 0.9726726858078439, 0.9738502661552423, 0.9722681811278426, 0.9723562183804472, 0.9764169012307159, 0.9722681811278421, 0.9752638134675934, 0.9734714586741461, 0.972813885886883, 0.9725962251687054, 0.9751385112867041, 0.9722825455131867, 0.9731978758868705, 0.9729038083422084, 0.9730278411051164, 0.9713204850820147, 0.9727232310491021, 0.9727415343945635, 0.9718789568189924, 0.9709590349612619, 0.9710835027759593, 0.9718480186247284, 0.9730967940175402, 0.972021276705672]",su2,5578.502978563309,VQC,300
