num_features,model,runtime
2.0,QSVC,463.425155878067
3.0,QSVC,710.2673699855804
4.0,QSVC,3013.327295064926
5.0,QSVC,63708.29021573067
6.0,QSVC,4298.135160923004
7.0,QSVC,8955.166061878204
