f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.7922235722964764,0.8095984943538269,0.7718301435406698,0.7528868360277137,0.8512532981530343,0.8358974358974359,Random Forest,0.23213720321655273
