f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.7961630695443644,0.8062422744128555,0.7584302325581396,0.7477477477477478,0.8604881266490765,0.8512820512820513,Decision Tree,0.006896257400512695
