f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.7960941987363584,0.7982908501547076,0.7214380825565913,0.7211238293444329,0.8934696569920845,0.8884615384615384,SVC,2.1791391372680664
