f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.7718918918918919,0.76737491432488,0.6565798733286418,0.6672897196261682,0.9231530343007915,0.9153846153846154,Naive Bayes,0.006701946258544922
