f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.72992700729927,0.7313357034027426,0.7513043478260869,0.7565337001375516,0.712401055408971,0.7051282051282052,Logistic Regression,0.10758495330810547
