f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.36974789915966383,0.9437908496732026,0.9575596816976127,0.25190839694656486,0.9304123711340206,0.6947368421052632,QSVC,17249.646381139755
