f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.32826747720364746,0.9142857142857144,0.9078014184397163,0.20149253731343283,0.920863309352518,0.8852459016393442,SVC,0.017958402633666992
