f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.2930591259640103,0.9363957597173145,0.9201388888888888,0.17378048780487804,0.9532374100719424,0.9344262295081968,Random Forest,0.06711077690124512
