f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.20229885057471264,0.8386721777318522,0.83651120845143,0.11764705882352941,0.8408443408443409,0.7213114754098361,Naive Bayes,0.004069089889526367
