f1_test,f1_train,prec_train,prec_test,recall_train,recall_test,model,elapsed
0.21656050955414013,0.8145454545454545,0.8235294117647058,0.12439024390243902,0.8057553956834532,0.8360655737704918,Logistic Regression,0.016823530197143555
